apartment,area,date,decoration,lift,location1,location2,location3,month,orientation,price,underground,unit,village
2室2厅1厨2卫,116.31,2018-10-12,精装,有,闵行,金汇,中环至外环,201810,南,825,近10号线(新江湾城-航中路)龙柏新村站,70932,风度国际
3室2厅1厨2卫,235.72,2018-11-01,精装,有,浦东,塘桥,内环内,201811,南,2180,近4号线塘桥站,92483,国信世纪海景
3室2厅1厨2卫,116.89,2018-11-06,精装,有,闵行,金汇,中环至外环,201811,南,715,近10号线(新江湾城-航中路)龙柏新村站,61169,金汇华光城
6室2厅1厨4卫,323.77,2019-03-13,,,青浦,徐泾,外环外,201903,装修情况精装,2390,,73818,西郊紫郡
5室2厅1厨4卫,205.22,2019-04-24,精装,有,杨浦,新江湾城,中环至外环,201904,南,1880,近10号线(新江湾城-虹桥火车站)新江湾城站,91610,仁恒怡庭
4室2厅1厨3卫,288.3,2019-05-11,精装,有,黄浦,老西门,内环内,201905,南,2260,近8号线老西门站,78391,老西门新苑
3室2厅1厨2卫,152.36,2019-05-22,精装,有,浦东,陆家嘴,内环内,201905,南,1435,近9号线商城路站,94185,汇豪天下
3室2厅1厨2卫,134.35,2019-09-15,精装,有,黄浦,五里桥,内环内,201909,南,1300,近9号线马当路站,96763,汇龙新城
3室2厅1厨2卫,147.32,2019-10-27,精装,有,静安,南京西路,内环内,201910,南 北,1690,,114717,静安四季苑
2室1厅1厨1卫,59.7,2019-12-16,简装,无,浦东,金杨,内环至中环,201912,南,288,近9号线蓝天路站,48242,香山新村东南街坊
1室1厅1厨1卫,71.34,2020-01-18,精装,有,普陀,中远两湾城,内环内,202001,东南,545,近3号线镇坪路站,76395,中远两湾城
2室2厅1厨1卫,104.4,2020-04-06,精装,有,浦东,杨思前滩,内环至中环,202004,南,735,,70403,申江豪城
2室2厅1厨1卫,103.89,2020-04-08,简装,无,杨浦,周家嘴路,内环内,202004,南,549,近12号线宁国路站,52845,东田公寓
4室2厅0厨3卫,244.63,2020-04-11,精装,有,徐汇,龙华,内环至中环,202004,南,3300,近11号线(花桥-迪士尼)云锦路站,134898,云锦东方(公寓)
4室2厅1厨2卫,151.61,2020-04-11,精装,有,浦东,惠南,外环外,202004,南 北,385,,25395,宝业万华城
3室2厅0厨1卫,93.46,2020-04-14,简装,无,浦东,三林,中环至外环,202004,南,485,,51894,杉林新月环林东路799弄
1室1厅1厨1卫,50.04,2020-04-14,其他,无,宝山,共康,中环至外环,202004,南,225,,44965,共康八村
3室2厅1厨1卫,97.71,2020-04-15,毛坯,有,嘉定,嘉定新城,外环外,202004,北 南,343,,35104,上实海上荟(公寓)
2室1厅1厨1卫,73.19,2020-04-15,简装,无,嘉定,嘉定老城,外环外,202004,南,174,,23774,南苑四村
1室2厅1厨1卫,71.05,2020-04-16,精装,有,长宁,古北,内环至中环,202004,南,750,近10号线(新江湾城-虹桥火车站)伊犁路站,105560,御翠豪庭
1室2厅1厨1卫,71.05,2020-04-16,精装,有,长宁,古北,内环至中环,202004,南,750,近10号线(新江湾城-虹桥火车站)伊犁路站,105560,御翠豪庭
2室2厅1厨1卫,88.97,2020-01-04,简装,有,浦东,川沙,外环外,202001,南 北,427,,47994,东方城市绿洲
2室1厅1厨1卫,48.33,2020-01-14,精装,无,徐汇,康健,内环至中环,202001,南 北,345,近1号线上海南站站,71385,康乐小区(徐汇)
2室2厅1厨1卫,88.64,2019-04-30,精装,有,松江,莘闵别墅,外环外,201904,南,259,,29220,新弘国际城(公寓)
2室2厅1厨1卫,84.41,2020-03-24,毛坯,有,浦东,北蔡,内环至中环,202003,南,540,近13号线陈春路站,63974,虞泽苑
2室1厅1厨1卫,92.57,2020-03-25,精装,暂无数据,金山,张堰,外环外,202003,南,243,,26251,海上纳缇
2室2厅1厨2卫,116.39,2020-03-27,精装,有,静安,江宁路,内环内,202003,南,1318,,113240,静安豪景苑
3室2厅1厨2卫,146.62,2020-03-27,毛坯,有,长宁,中山公园,内环至中环,202003,南,1080,近2号线娄山关路站,73660,虹桥新城
3室2厅1厨2卫,94.11,2020-03-30,简装,无,闵行,七宝,外环外,202003,南,560,近9号线星中路站,59505,秀枫翠谷
3室1厅1厨1卫,91,2019-11-01,精装,有,浦东,川沙,外环外,201911,南 北,460,,50550,阳光城愉景湾
1室1厅1厨1卫,32.26,2018-06-17,简装,无,长宁,新华路,内环内,201806,南,176,近10号线(新江湾城-虹桥火车站)宋园路站,54557,安顺路231弄
3室2厅1厨1卫,101,2019-05-25,精装,有,闵行,古美,中环至外环,201905,南,568,近1号线外环路站,56238,新梅广场
2室2厅1厨1卫,87.64,2020-04-13,简装,无,普陀,长征,中环至外环,202004,南 北,520,,59334,真源小区
2室2厅1厨1卫,87.15,2020-04-14,精装,无,浦东,世博,内环至中环,202004,南,638,近6号线高科西路站,73208,博爱家园
2室2厅1厨1卫,91,2020-04-14,精装,无,松江,松江新城,外环外,202004,南 北,260,,28572,大江苑
2室1厅1厨1卫,75.64,2020-04-15,精装,无,闵行,静安新城,中环至外环,202004,南 北,430,,56849,静安新城九区
2室1厅1厨1卫,67.17,2020-04-15,简装,无,闵行,七宝,外环外,202004,南,405,,60295,广海花园
2室1厅1厨1卫,58.36,2020-04-15,精装,有,徐汇,田林,内环至中环,202004,南,449,近9号线桂林路站,76937,长春新苑
2室2厅1厨2卫,104.51,2020-04-15,精装,有,宝山,大华,内环至中环,202004,南,615,,58847,滨江雅苑
2室2厅1厨1卫,102.66,2020-04-17,精装,有,杨浦,东外滩,内环内,202004,南,650,,63316,丹江新苑
2室2厅1厨1卫,83.67,2020-04-18,精装,无,松江,松江新城,外环外,202004,南 北,272,,32509,天乐新村
3室2厅1厨2卫,130.9,2019-08-03,精装,有,浦东,陆家嘴,内环内,201908,南,1265,近9号线商城路站,96639,汇豪天下
3室2厅1厨1卫,114.22,2018-02-23,精装,无,杨浦,东外滩,内环内,201802,南,645,,56470,广杭苑
3室2厅1厨2卫,119,2018-12-04,精装,有,闵行,浦江,外环外,201812,南 北,668,近8号线芦恒路站,56135,一品漫城(一期)(公寓)
3室2厅1厨2卫,120.94,2019-05-13,简装,有,宝山,上大,中环至外环,201905,南,640,近7号线祁华路站,52919,保利叶之林(一期)
3室0厅1厨1卫,66.41,2019-05-27,简装,无,浦东,世博,内环至中环,201905,南,360,,54209,上钢七村
3室2厅1厨2卫,141,2019-07-31,精装,有,黄浦,董家渡,内环内,201907,南,1317,近9号线小南门站,93405,长峰馨园
3室2厅1厨1卫,101.37,2020-03-29,精装,有,闵行,七宝,外环外,202003,南,668,近9号线中春路站,65898,万科城花新园
3室1厅1厨1卫,70.47,2020-04-02,简装,无,闵行,七宝,外环外,202004,南,378,,53640,园艺新村
2室1厅1厨1卫,54.2,2020-04-04,简装,无,闵行,七宝,外环外,202004,南,439,近9号线七宝站,80997,民主新村
3室2厅1厨2卫,119.97,2020-04-04,精装,无,宝山,罗店,外环外,202004,南,325,,27091,富丽苑
2室2厅1厨2卫,121.26,2020-04-05,精装,有,闵行,七宝,外环外,202004,南,895,近12号线七莘路站,73809,皇都花园
2室2厅1厨1卫,99.78,2019-03-04,精装,有,静安,大宁,内环至中环,201903,南,825,近1号线上海马戏城站,82682,绿色丽园
5室2厅1厨4卫,337.6,2019-06-10,,,闵行,华漕,外环外,201906,装修情况精装,1580,,46801,万科红郡
2室1厅1厨1卫,77,2019-06-16,简装,无,浦东,川沙,外环外,201906,南 北,295,,38312,瀚龙苑
2室1厅1厨1卫,54.12,2019-06-21,简装,无,宝山,月浦,外环外,201906,南,160,近3号线江杨北路站,29564,乐业一村
2室1厅1厨1卫,70.32,2019-07-12,精装,有,普陀,长寿路,内环内,201907,西南,480,,68260,康怡苑
2室1厅1厨1卫,47.26,2019-06-10,精装,无,普陀,长寿路,内环内,201906,南,280,,59247,九茂小区
3室2厅1厨2卫,136.35,2020-04-06,精装,有,浦东,洋泾,内环内,202004,南,1330,近6号线德平路站,97544,广洋华景苑
3室2厅1厨2卫,142.2,2020-04-06,精装,有,虹口,曲阳,内环内,202004,南,1120,近10号线(新江湾城-虹桥火车站)邮电新村站,78763,飘鹰东方花园
2室2厅1厨1卫,91.17,2020-04-07,精装,有,徐汇,龙华,内环至中环,202004,南,700,近3号线龙漕路站,76780,徐汇御景苑
3室1厅1厨1卫,68.48,2020-04-08,简装,无,闵行,七宝,外环外,202004,南,385,,56221,万泰花园
3室2厅1厨1卫,94,2020-04-09,简装,有,闵行,七宝,外环外,202004,南,468,近9号线七宝站,49788,南国花园
3室1厅1厨1卫,85.45,2020-04-09,简装,无,宝山,杨行,外环外,202004,南,330,,38620,杨泰二村
2室1厅1厨1卫,53.21,2020-04-11,简装,无,静安,大宁,内环至中环,202004,南,350,近1号线延长路站,65778,洛川中路901弄
2室1厅1厨1卫,82.26,2020-04-11,简装,无,静安,大宁,内环至中环,202004,南,549.9,近1号线延长路站,66850,建银曙光小区
3室2厅1厨2卫,166.48,2020-04-11,精装,有,徐汇,徐汇滨江,内环至中环,202004,东 东南 南,1680,近7号线龙华中路站,100914,尚海湾豪庭
2室2厅1厨1卫,104.29,2020-04-12,精装,有,普陀,真如,内环至中环,202004,南 北,640,近11号线(花桥-迪士尼)上海西站站,61368,星河世纪城
3室2厅1厨2卫,127.49,2019-06-11,精装,有,浦东,杨东,内环内,201906,南,1120,,87851,上海绿城
3室1厅1厨1卫,81.09,2019-07-21,精装,无,浦东,花木,内环内,201907,南 北,619,,76335,锦绣小区
2室2厅1厨1卫,107.04,2019-07-28,精装,有,闵行,莘庄,外环外,201907,南,475,,44376,莘城公寓
3室2厅1厨2卫,143.53,2019-09-30,精装,有,黄浦,蓬莱公园,内环内,201909,南,1180,近8号线陆家浜路站,82213,黄浦新苑(公寓)
2室2厅1厨1卫,90.82,2019-10-12,精装,有,浦东,川沙,外环外,201910,南,295,,32482,瀚龙苑
3室2厅1厨2卫,115.69,2019-11-25,精装,无,浦东,惠南,外环外,201911,东南,337,,29130,人生港湾南欧城
3室1厅1厨1卫,85.43,2019-12-29,简装,无,浦东,川沙,外环外,201912,南,268,,31371,银龙小区
2室2厅1厨1卫,79.54,2020-01-12,简装,有,浦东,川沙,外环外,202001,南,385,,48404,东锦苑
2室1厅1厨1卫,67.29,2020-01-28,简装,无,浦东,川沙,外环外,202001,南,260,近2号线华夏东路站,38639,立诚苑
1室1厅0厨1卫,43.26,2020-03-09,简装,无,浦东,塘桥,内环内,202003,南,258,近4号线蓝村路站,59640,塘东小区
3室2厅1厨2卫,140.91,2020-03-11,精装,有,普陀,武宁,内环内,202003,南,1549,,109929,绿地海珀玉晖
3室2厅1厨1卫,100.62,2020-03-19,精装,有,浦东,川沙,外环外,202003,南,440,,43729,心圆东苑
2室2厅0厨1卫,89.98,2020-04-14,简装,有,静安,大宁,内环至中环,202004,南 北,718,近1号线上海马戏城站,79796,新梅共和城
2室1厅0厨1卫,99,2020-03-24,简装,有,徐汇,田林,内环至中环,202003,东南,545,近9号线桂林路站,55051,华利公寓
2室1厅1厨1卫,77.46,2020-03-24,精装,有,浦东,三林,中环至外环,202003,南,500,近11号线(花桥-迪士尼)三林东站,64550,金禾新苑
3室2厅1厨2卫,156.73,2019-03-10,精装,有,普陀,武宁,内环内,201903,东南 南,1245,,79436,泰欣嘉园
3室2厅1厨3卫,175.02,2019-05-25,,,松江,莘闵别墅,外环外,201905,装修情况精装,685,,39139,沿海丽水馨庭(别墅)
2室2厅1厨1卫,81.16,2019-10-02,简装,无,浦东,惠南,外环外,201910,南,227,,27970,彩虹雅苑
2室1厅1厨1卫,52.07,2020-01-04,精装,无,徐汇,徐家汇,内环内,202001,南,385,近4号线东安路站,73939,东安四村
2室1厅1厨1卫,91.41,2020-02-26,精装,有,黄浦,五里桥,内环内,202002,南,845,近8号线陆家浜路站,92441,新家坡园景苑
3室2厅1厨2卫,118.34,2020-03-14,精装,有,浦东,川沙,外环外,202003,南 北,670,近2号线华夏东路站,56617,象屿鼎城(公寓)
3室2厅1厨1卫,96.4,2020-04-06,精装,有,青浦,华新,外环外,202004,西,338,,35063,瑞和锦庭-西区
1室1厅1厨1卫,47.3,2020-04-06,简装,无,闵行,龙柏,中环至外环,202004,南,245,近10号线(新江湾城-航中路)龙柏新村站,51798,龙柏二村
3室1厅1厨1卫,107.56,2020-04-07,简装,有,徐汇,衡山路,内环内,202004,南,1250,近10号线(新江湾城-虹桥火车站)上海图书馆站,116215,复兴西路203号
1室1厅1厨1卫,55.38,2020-04-07,毛坯,有,嘉定,江桥,,202004,南,235,,42435,绿地新江桥城二期
2室2厅1厨2卫,87.63,2020-04-07,简装,无,浦东,康桥,外环外,202004,南 北,343,近11号线(花桥-迪士尼)秀沿路站,39142,汤巷馨村(二期)
1室1厅1厨1卫,54.29,2020-04-07,精装,有,宝山,杨行,外环外,202004,南,230,,42366,禄德华苑
1室1厅1厨1卫,54.03,2020-04-10,简装,有,虹口,北外滩,内环内,202004,西南,395,近10号线(新江湾城-虹桥火车站)天潼路站,73108,恒升半岛
2室1厅1厨1卫,82,2020-04-10,精装,有,浦东,北蔡,内环至中环,202004,南 北,660,近2号线龙阳路站,80488,万邦都市花园
3室2厅1厨2卫,155.29,2020-04-10,精装,有,黄浦,黄浦滨江,内环内,202004,南 北,1450,近9号线小南门站,93374,滨江名人苑
2室2厅1厨1卫,81.84,2020-04-11,精装,有,松江,泗泾,,202004,南,286,近9号线佘山站,34947,新凯一期
1室2厅1厨1卫,58.2,2020-04-11,精装,无,松江,九亭,外环外,202004,南 北,280,,48110,英伦风尚(公寓)
1室1厅1厨1卫,55.93,2020-04-11,精装,有,静安,彭浦,中环至外环,202004,南,325,,58109,和源名城
2室2厅0厨2卫,89.14,2020-04-11,简装,无,浦东,三林,中环至外环,202004,南,525,近6号线灵岩南路站,58897,锦翠苑
2室1厅1厨1卫,74.01,2020-04-12,精装,无,闵行,七宝,外环外,202004,南,336,近9号线七宝站,45400,华莘花园
1室1厅1厨1卫,58.11,2020-04-12,简装,有,宝山,罗店,外环外,202004,南,160,,27534,美罗家园润苑
2室2厅1厨1卫,89.37,2020-04-12,简装,有,宝山,顾村,外环外,202004,南,482,近7号线顾村公园站,53934,保利叶语(一期)(公寓)
2室2厅1厨1卫,83.05,2020-04-13,精装,有,松江,松江大学城,外环外,202004,南,355,,42746,信达蓝爵
1室1厅1厨1卫,44.69,2020-04-14,精装,有,普陀,长寿路,内环内,202004,南,335,近3号线镇坪路站,74961,康怡苑
1室1厅1厨1卫,47.55,2020-04-14,简装,无,徐汇,龙华,内环至中环,202004,南,248,,52156,龙南三四村
1室1厅1厨1卫,45.74,2020-04-14,精装,无,嘉定,丰庄,中环至外环,202004,南 北,192,近13号线丰庄站,41977,丰庄十四街坊
1室1厅1厨1卫,55.94,2020-04-15,其他,无,浦东,金杨,内环至中环,202004,南,265,近9号线台儿庄路站,47373,金杨新村十一街坊
1室1厅1厨1卫,43.78,2020-04-15,毛坯,无,浦东,金杨,内环至中环,202004,南,240,近6号线云山路站,54820,金杨二街坊
1室1厅1厨1卫,56,2020-04-16,简装,有,闵行,浦江,,202004,南,175,近浦江线闵瑞路站,31250,水语人家北苑
2室2厅1厨1卫,84.64,2020-04-16,毛坯,有,闵行,颛桥,外环外,202004,南 北,342,,40407,君莲小区
1室2厅1厨1卫,60.81,2020-04-16,简装,有,闵行,浦江,外环外,202004,南 北,175,,28779,瑞和华苑北区
2室1厅1厨1卫,52.92,2020-04-18,精装,无,浦东,梅园,内环内,202004,南,630,近6号线源深体育中心站,119048,梅园五街坊
2室2厅1厨2卫,127.4,2019-11-13,精装,有,长宁,古北,内环至中环,201911,南 北,1130,近10号线(新江湾城-虹桥火车站)伊犁路站,88698,古北国际广场
3室2厅1厨1卫,98.64,2019-11-16,精装,无,嘉定,江桥,外环外,201911,南 北 东,389,,39437,中虹华苑
3室2厅1厨3卫,173.45,2019-11-25,,,松江,莘闵别墅,外环外,201911,装修情况精装,748,,43125,同润别庄
4室2厅1厨4卫,373.09,2019-12-27,,,闵行,马桥,外环外,201912,装修情况精装,1500,,40205,山水世纪
3室2厅1厨3卫,252.24,2019-05-24,精装,有,浦东,陆家嘴,内环内,201905,西,1980,,78497,世茂滨江花园
2室1厅1厨1卫,67.02,2020-04-13,其他,有,杨浦,周家嘴路,内环至中环,202004,南,450,近12号线爱国路站,67145,中环和润苑
3室1厅1厨1卫,81.96,2020-04-13,精装,有,普陀,光新,内环至中环,202004,西南,450,近3号线镇坪路站,54905,石光小区
2室2厅1厨1卫,67.24,2020-04-14,简装,无,奉贤,西渡,外环外,202004,南 东南 东,154,,22904,巨龙台湾城
2室2厅1厨1卫,94.27,2020-04-14,精装,有,浦东,唐镇,外环外,202004,南,650,,68951,仁恒东郊花园
2室2厅0厨1卫,81.95,2020-04-14,精装,无,宝山,淞南,中环至外环,202004,南 北,410,,50031,嘉骏香山苑
1室1厅0厨1卫,56.72,2020-04-15,简装,无,徐汇,田林,内环至中环,202004,南,430,近9号线桂林路站,75812,金祥苑
3室1厅1厨1卫,93.2,2020-04-15,精装,有,浦东,高行,中环至外环,202004,南,410,近6号线外高桥保税区南站,43992,高行绿洲(五期)
2室1厅1厨1卫,58.24,2020-04-15,精装,无,浦东,金杨,内环至中环,202004,南,345,近6号线云山路站,59238,金杨新村三街坊
3室2厅1厨2卫,89.36,2020-04-15,精装,无,青浦,夏阳,外环外,202004,南 北,240,,26858,蓬莱山庄
3室2厅1厨1卫,88.95,2020-04-15,精装,有,浦东,唐镇,外环外,202004,南,510,,57336,毕加索小镇(二期)(公寓)
3室1厅1厨1卫,69.44,2020-04-15,精装,无,杨浦,鞍山,内环内,202004,南 北,528,近10号线(新江湾城-虹桥火车站)同济大学站,76037,鞍山八村
2室1厅1厨1卫,70.25,2020-04-15,精装,无,徐汇,华东理工,中环至外环,202004,南,400,,56940,舒乐小区
2室1厅1厨1卫,74.49,2020-04-15,精装,无,长宁,北新泾,中环至外环,202004,南,450,近2号线淞虹路站,60411,淞虹苑
2室2厅1厨1卫,88.62,2020-04-16,精装,有,嘉定,嘉定新城,外环外,202004,南 北,338,近11号线(嘉定北-迪士尼)白银路站,38141,盘古天地
1室1厅1厨1卫,40.68,2020-04-16,精装,无,普陀,真如,内环至中环,202004,南,210,近11号线(花桥-迪士尼)上海西站站,51623,真北二街坊
2室1厅1厨1卫,84.77,2020-04-16,简装,有,徐汇,田林,内环至中环,202004,南,575,近9号线桂林路站,67831,丽锦小区
2室1厅1厨1卫,73.84,2020-04-16,毛坯,无,金山,张堰,,202004,南,120,,16252,绿地玲珑寓
3室2厅1厨2卫,65.78,2020-04-16,简装,无,杨浦,鞍山,内环内,202004,南,608,近10号线(新江湾城-虹桥火车站)同济大学站,92430,同济新村
2室2厅1厨1卫,89.53,2020-04-17,精装,有,青浦,徐泾,外环外,202004,南,420,,46912,南山雨果(公寓)
3室2厅1厨1卫,95.66,2020-04-17,简装,有,浦东,周浦,外环外,202004,南,335,,35020,瑞和苑
1室1厅1厨1卫,52.76,2020-04-17,精装,无,浦东,杨思前滩,内环至中环,202004,南,365,,69182,世华锦城
4室2厅1厨2卫,164.97,2020-04-17,精装,有,浦东,康桥,外环外,202004,南,760,,46069,中邦城市
2室1厅1厨1卫,57.27,2020-04-18,简装,无,嘉定,嘉定老城,外环外,202004,南 北,156,,27240,南苑四村
2室2厅1厨1卫,79.44,2020-04-18,精装,有,嘉定,嘉定新城,外环外,202004,南,308,近11号线(嘉定北-迪士尼)白银路站,38772,新城金郡
2室2厅1厨1卫,93.8,2020-04-18,精装,有,嘉定,南翔,外环外,202004,南,475,近11号线(花桥-迪士尼)南翔站,50640,绿地清猗园(威廉公馆三期)
1室1厅1厨1卫,38.67,2020-04-08,毛坯,无,长宁,仙霞,内环至中环,202004,南,255,近2号线威宁路站,65943,威宁小区
2室1厅0厨1卫,61.46,2019-06-23,简装,无,徐汇,华泾,外环外,201906,南,315,,51253,华欣家园
2室0厅1厨1卫,61.28,2018-05-20,简装,无,浦东,潍坊,内环内,201805,南,539,近2号线世纪大道站,87957,泉东小区
4室2厅1厨2卫,145.14,2018-07-08,简装,无,浦东,金杨,内环至中环,201807,南,1088,近6号线金桥路站,74963,东方知音苑
